AUCPR,Dataset,tag,Normalization
0.788442811087743,BAL3,Human-HTO-6,LogNormalize
0.788442811087743,BAL3,Human-HTO-6,two_step
0.80956878987222,BAL3,Human-HTO-7,raw
0.868367130251314,BAL3,Human-HTO-7,CLR_2
0.88956788826475,BAL3,Human-HTO-7,RC
0.88956788826475,BAL3,Human-HTO-7,LogNormalize
0.88956788826475,BAL3,Human-HTO-7,two_step
0.835613863601386,BAL3,Human-HTO-9,raw
0.898375744921201,BAL3,Human-HTO-9,CLR_2
0.920215915546125,BAL3,Human-HTO-9,RC
0.920215915546125,BAL3,Human-HTO-9,LogNormalize
0.920215915546125,BAL3,Human-HTO-9,two_step
0.869469719961911,BAL3,Human-HTO-10,raw
0.919426524632124,BAL3,Human-HTO-10,CLR_2
0.93635672934954,BAL3,Human-HTO-10,RC
0.93635672934954,BAL3,Human-HTO-10,LogNormalize
0.93635672934954,BAL3,Human-HTO-10,two_step
0.617547461227164,BAL3,Human-HTO-12,raw
0.732902972679278,BAL3,Human-HTO-12,CLR_2
0.783840220251794,BAL3,Human-HTO-12,RC
0.783840220251794,BAL3,Human-HTO-12,LogNormalize
0.783840220251794,BAL3,Human-HTO-12,two_step
0.707944594296236,BAL3,Human-HTO-13,raw
0.786660237253651,BAL3,Human-HTO-13,CLR_2
0.825213514454375,BAL3,Human-HTO-13,RC
0.825213514454375,BAL3,Human-HTO-13,LogNormalize
0.825213514454375,BAL3,Human-HTO-13,two_step
0.848189201567043,BAL3,Human-HTO-14,raw
0.921420181692427,BAL3,Human-HTO-14,CLR_2
0.930693465844912,BAL3,Human-HTO-14,RC
0.930693465844912,BAL3,Human-HTO-14,LogNormalize
0.930693465844912,BAL3,Human-HTO-14,two_step
0.921185449163915,BAL3,Human-HTO-15,raw
0.94937265687905,BAL3,Human-HTO-15,CLR_2
0.95259303837912,BAL3,Human-HTO-15,RC
0.95259303837912,BAL3,Human-HTO-15,LogNormalize
0.95259303837912,BAL3,Human-HTO-15,two_step
0.958005498016788,CMO_nuclei,MCF7,raw
0.991010412557954,CMO_nuclei,MCF7,CLR_2
0.99224959649081,CMO_nuclei,MCF7,RC
0.99224959649081,CMO_nuclei,MCF7,LogNormalize
0.99224959649081,CMO_nuclei,MCF7,two_step
0.940239884922199,CMO_nuclei,PC3,raw
0.992528562058055,CMO_nuclei,PC3,CLR_2
0.995913833563801,CMO_nuclei,PC3,RC
0.995913833563801,CMO_nuclei,PC3,LogNormalize
0.995913833563801,CMO_nuclei,PC3,two_step
0.910314769721981,CMO_nuclei,DU145,raw
0.984670081065702,CMO_nuclei,DU145,CLR_2
0.990320269678406,CMO_nuclei,DU145,RC
0.990320269678406,CMO_nuclei,DU145,LogNormalize
0.990320269678406,CMO_nuclei,DU145,two_step
0.944118035641885,CMO_nuclei,MDAMB231,raw
0.996275678897039,CMO_nuclei,MDAMB231,CLR_2
0.996606537664264,CMO_nuclei,MDAMB231,RC
0.996606537664264,CMO_nuclei,MDAMB231,LogNormalize
0.996606537664264,CMO_nuclei,MDAMB231,two_step
0.891569382087793,LMO_custom_cells,MCF7,raw
0.90126754452353,LMO_custom_cells,MCF7,CLR_2
0.905001299157091,LMO_custom_cells,MCF7,RC
0.905001299157091,LMO_custom_cells,MCF7,LogNormalize
0.905001299157091,LMO_custom_cells,MCF7,two_step
0.922549609974373,LMO_custom_cells,PC3,raw
0.964050226736894,LMO_custom_cells,PC3,CLR_2
0.963584335292016,LMO_custom_cells,PC3,RC
0.963584335292016,LMO_custom_cells,PC3,LogNormalize
0.963584335292016,LMO_custom_cells,PC3,two_step
0.87179264567181,LMO_custom_cells,MDAMB231,raw
0.916363999496304,LMO_custom_cells,MDAMB231,CLR_2
0.927160160523237,LMO_custom_cells,MDAMB231,RC
0.927160160523237,LMO_custom_cells,MDAMB231,LogNormalize
0.927160160523237,LMO_custom_cells,MDAMB231,two_step
0.692069628147526,LMO_custom_cells,DU145,raw
0.894762732848657,LMO_custom_cells,DU145,CLR_2
0.914323907957601,LMO_custom_cells,DU145,RC
0.914323907957601,LMO_custom_cells,DU145,LogNormalize
0.914323907957601,LMO_custom_cells,DU145,two_step
0.89155042680253,LMO_MULTISeq_cells,DU145,raw
0.955702673498452,LMO_MULTISeq_cells,DU145,CLR_2
0.961405178357083,LMO_MULTISeq_cells,DU145,RC
0.961405178357083,LMO_MULTISeq_cells,DU145,LogNormalize
0.961405178357083,LMO_MULTISeq_cells,DU145,two_step
0.969048271871921,LMO_MULTISeq_cells,PC3,raw
0.981161095745135,LMO_MULTISeq_cells,PC3,CLR_2
0.981075523293332,LMO_MULTISeq_cells,PC3,RC
0.981075523293332,LMO_MULTISeq_cells,PC3,LogNormalize
0.981075523293332,LMO_MULTISeq_cells,PC3,two_step
0.874797566635422,LMO_MULTISeq_cells,MCF7,raw
0.892201036700425,LMO_MULTISeq_cells,MCF7,CLR_2
0.902136945694066,LMO_MULTISeq_cells,MCF7,RC
0.902136945694066,LMO_MULTISeq_cells,MCF7,LogNormalize
0.902136945694066,LMO_MULTISeq_cells,MCF7,two_step
0.931411524164112,LMO_MULTISeq_cells,MDAMB231,raw
0.959966423598904,LMO_MULTISeq_cells,MDAMB231,CLR_2
0.962943992163276,LMO_MULTISeq_cells,MDAMB231,RC
0.962943992163276,LMO_MULTISeq_cells,MDAMB231,LogNormalize
0.962943992163276,LMO_MULTISeq_cells,MDAMB231,two_step
0.732098417444472,lung_cell_line,BC1,raw
0.830343248166933,lung_cell_line,BC1,CLR_2
0.835829567276517,lung_cell_line,BC1,RC
0.835829567276517,lung_cell_line,BC1,LogNormalize
0.835829567276517,lung_cell_line,BC1,two_step
0.875963953765716,lung_cell_line,BC2,raw
0.932973522698776,lung_cell_line,BC2,CLR_2
0.940142959838359,lung_cell_line,BC2,RC
0.940142959838359,lung_cell_line,BC2,LogNormalize
0.940142959838359,lung_cell_line,BC2,two_step
0.625368846293883,lung_cell_line,BC3,raw
0.90889002113497,lung_cell_line,BC3,CLR_2
0.917116729997772,lung_cell_line,BC3,RC
0.917116729997772,lung_cell_line,BC3,LogNormalize
0.917116729997772,lung_cell_line,BC3,two_step
0.957161051994332,TotalSeqA_cells_rep2,MCF7,raw
0.994415008654967,TotalSeqA_cells_rep2,MCF7,CLR_2
0.996294339191323,TotalSeqA_cells_rep2,MCF7,RC
0.996294339191323,TotalSeqA_cells_rep2,MCF7,LogNormalize
0.996294339191323,TotalSeqA_cells_rep2,MCF7,two_step
0.966129438360122,TotalSeqA_cells_rep2,PC3,raw
0.994517996507036,TotalSeqA_cells_rep2,PC3,CLR_2
0.997767983140679,TotalSeqA_cells_rep2,PC3,RC
0.997767983140679,TotalSeqA_cells_rep2,PC3,LogNormalize
0.997767983140679,TotalSeqA_cells_rep2,PC3,two_step
0.969254549107978,TotalSeqA_cells_rep2,DU145,raw
0.993214444375861,TotalSeqA_cells_rep2,DU145,CLR_2
0.996424745813573,TotalSeqA_cells_rep2,DU145,RC
0.996424745813573,TotalSeqA_cells_rep2,DU145,LogNormalize
0.996424745813573,TotalSeqA_cells_rep2,DU145,two_step
0.935996962618819,TotalSeqA_cells_rep2,MDAMB231,raw
0.981502913876492,TotalSeqA_cells_rep2,MDAMB231,CLR_2
0.989381193466842,TotalSeqA_cells_rep2,MDAMB231,RC
0.989381193466842,TotalSeqA_cells_rep2,MDAMB231,LogNormalize
0.989381193466842,TotalSeqA_cells_rep2,MDAMB231,two_step
0.982147895986396,TotalSeqA_cells,MCF7,raw
0.996142874397503,TotalSeqA_cells,MCF7,CLR_2
0.998141235376119,TotalSeqA_cells,MCF7,RC
0.998141235376119,TotalSeqA_cells,MCF7,LogNormalize
0.998141235376119,TotalSeqA_cells,MCF7,two_step
0.984262096385235,TotalSeqA_cells,PC3,raw
0.997917607507911,TotalSeqA_cells,PC3,CLR_2
0.998624439019117,TotalSeqA_cells,PC3,RC
0.998624439019117,TotalSeqA_cells,PC3,LogNormalize
0.998624439019117,TotalSeqA_cells,PC3,two_step
0.975672316889795,TotalSeqA_cells,DU145,raw
0.997071405420693,TotalSeqA_cells,DU145,CLR_2
0.997681925481424,TotalSeqA_cells,DU145,RC
0.997681925481424,TotalSeqA_cells,DU145,LogNormalize
0.997681925481424,TotalSeqA_cells,DU145,two_step
0.978897787166819,TotalSeqA_cells,MDAMB231,raw
0.994190785137245,TotalSeqA_cells,MDAMB231,CLR_2
0.997254953677901,TotalSeqA_cells,MDAMB231,RC
0.997254953677901,TotalSeqA_cells,MDAMB231,LogNormalize
0.997254953677901,TotalSeqA_cells,MDAMB231,two_step
0.836632415504251,TotalSeqA_nuclei,MCF7,raw
0.936598842756252,TotalSeqA_nuclei,MCF7,CLR_2
0.948713011485346,TotalSeqA_nuclei,MCF7,RC
0.948713011485346,TotalSeqA_nuclei,MCF7,LogNormalize
0.948713011485346,TotalSeqA_nuclei,MCF7,two_step
0.881746829545578,TotalSeqA_nuclei,PC3,raw
0.959313656237601,TotalSeqA_nuclei,PC3,CLR_2
0.966929883125674,TotalSeqA_nuclei,PC3,RC
0.966929883125674,TotalSeqA_nuclei,PC3,LogNormalize
0.966929883125674,TotalSeqA_nuclei,PC3,two_step
0.920236066556627,TotalSeqA_nuclei,DU145,raw
0.966052407831314,TotalSeqA_nuclei,DU145,CLR_2
0.970961654244255,TotalSeqA_nuclei,DU145,RC
0.970961654244255,TotalSeqA_nuclei,DU145,LogNormalize
0.970961654244255,TotalSeqA_nuclei,DU145,two_step
0.895176244820862,TotalSeqA_nuclei,MDAMB231,raw
0.969884860843809,TotalSeqA_nuclei,MDAMB231,CLR_2
0.97041101992671,TotalSeqA_nuclei,MDAMB231,RC
0.97041101992671,TotalSeqA_nuclei,MDAMB231,LogNormalize
0.97041101992671,TotalSeqA_nuclei,MDAMB231,two_step
0.975390626729985,TotalSeqC_cells,MCF7,raw
0.994517648924677,TotalSeqC_cells,MCF7,CLR_2
0.996169618946428,TotalSeqC_cells,MCF7,RC
0.996169618946428,TotalSeqC_cells,MCF7,LogNormalize
0.996169618946428,TotalSeqC_cells,MCF7,two_step
0.988747552569589,TotalSeqC_cells,PC3,raw
0.998942877653668,TotalSeqC_cells,PC3,CLR_2
0.999583345909974,TotalSeqC_cells,PC3,RC
0.999583345909974,TotalSeqC_cells,PC3,LogNormalize
0.999583345909974,TotalSeqC_cells,PC3,two_step
0.982329973339599,TotalSeqC_cells,DU145,raw
0.995635808983159,TotalSeqC_cells,DU145,CLR_2
0.997349539597921,TotalSeqC_cells,DU145,RC
0.997349539597921,TotalSeqC_cells,DU145,LogNormalize
0.997349539597921,TotalSeqC_cells,DU145,two_step
0.976962056545047,TotalSeqC_cells,MDAMB231,raw
0.99171964115737,TotalSeqC_cells,MDAMB231,CLR_2
0.993089936521234,TotalSeqC_cells,MDAMB231,RC
0.993089936521234,TotalSeqC_cells,MDAMB231,LogNormalize
0.993089936521234,TotalSeqC_cells,MDAMB231,two_step
0.833780323057453,BAL1,Human-HTO-1,CLR_1
0.925992304353321,BAL1,Human-HTO-2,CLR_1
0.953657953285322,BAL1,Human-HTO-3,CLR_1
0.926330333911563,BAL1,Human-HTO-4,CLR_1
0.957684830576885,BAL1,Human-HTO-5,CLR_1
0.920342188727643,BAL1,Human-HTO-6,CLR_1
0.936832720770168,BAL1,Human-HTO-7,CLR_1
0.805356393768569,BAL1,Human-HTO-8,CLR_1
0.844761938022905,BAL2,Human-HTO-6,CLR_1
0.623434631581915,BAL2,Human-HTO-7,CLR_1
0.747880426341007,BAL2,Human-HTO-9,CLR_1
0.937125284238057,BAL2,Human-HTO-10,CLR_1
0.750731642338031,BAL2,Human-HTO-12,CLR_1
0.566872924218984,BAL2,Human-HTO-13,CLR_1
0.909019585675953,BAL2,Human-HTO-14,CLR_1
0.887607168711755,BAL2,Human-HTO-15,CLR_1
0.609270213156525,BAL3,Human-HTO-6,CLR_1
0.80956878987222,BAL3,Human-HTO-7,CLR_1
0.835613863601386,BAL3,Human-HTO-9,CLR_1
0.869469719961911,BAL3,Human-HTO-10,CLR_1
0.617547461227164,BAL3,Human-HTO-12,CLR_1
0.707944594296236,BAL3,Human-HTO-13,CLR_1
0.848189201567043,BAL3,Human-HTO-14,CLR_1
0.921185449163915,BAL3,Human-HTO-15,CLR_1
0.958005498016788,CMO_nuclei,MCF7,CLR_1
0.940239884922199,CMO_nuclei,PC3,CLR_1
0.910314769721981,CMO_nuclei,DU145,CLR_1
0.944118035641885,CMO_nuclei,MDAMB231,CLR_1
0.891569382087793,LMO_custom_cells,MCF7,CLR_1
0.922549609974373,LMO_custom_cells,PC3,CLR_1
0.87179264567181,LMO_custom_cells,MDAMB231,CLR_1
0.692069628147526,LMO_custom_cells,DU145,CLR_1
0.89155042680253,LMO_MULTISeq_cells,DU145,CLR_1
0.969048271871921,LMO_MULTISeq_cells,PC3,CLR_1
0.874797566635422,LMO_MULTISeq_cells,MCF7,CLR_1
0.931411524164112,LMO_MULTISeq_cells,MDAMB231,CLR_1
0.732098417444472,lung_cell_line,BC1,CLR_1
0.875963953765716,lung_cell_line,BC2,CLR_1
0.625368846293883,lung_cell_line,BC3,CLR_1
0.957161051994332,TotalSeqA_cells_rep2,MCF7,CLR_1
0.966129438360122,TotalSeqA_cells_rep2,PC3,CLR_1
0.969254549107978,TotalSeqA_cells_rep2,DU145,CLR_1
0.935996962618819,TotalSeqA_cells_rep2,MDAMB231,CLR_1
0.982147895986396,TotalSeqA_cells,MCF7,CLR_1
0.984262096385235,TotalSeqA_cells,PC3,CLR_1
0.975672316889795,TotalSeqA_cells,DU145,CLR_1
0.978897787166819,TotalSeqA_cells,MDAMB231,CLR_1
0.836632415504251,TotalSeqA_nuclei,MCF7,CLR_1
0.881746829545578,TotalSeqA_nuclei,PC3,CLR_1
0.920236066556627,TotalSeqA_nuclei,DU145,CLR_1
0.895176244820862,TotalSeqA_nuclei,MDAMB231,CLR_1
0.975390626729985,TotalSeqC_cells,MCF7,CLR_1
0.988747552569589,TotalSeqC_cells,PC3,CLR_1
0.982329973339599,TotalSeqC_cells,DU145,CLR_1
0.976962056545047,TotalSeqC_cells,MDAMB231,CLR_1
